settlement_id,from_user_id,to_user_id,group_id,amount,date,status,note
STL_00005072,USR_0263,USR_0054,GRP_0042,1000.27,2025-09-30,completed,Payment for shared expenses
STL_00005073,USR_0074,USR_0054,GRP_0042,3597.05,2025-10-30,completed,Payment for shared expenses
STL_00005074,USR_0263,USR_0054,GRP_0042,1177.84,2025-10-30,completed,Monthly settlement for Group38 Family
STL_00005075,USR_0074,USR_0054,GRP_0042,3372.54,2025-11-29,pending,Clearing balance - November 2025
STL_00005076,USR_0263,USR_0054,GRP_0042,1305.05,2025-11-29,completed,Settlement for family expenses
STL_00005077,USR_0074,USR_0054,GRP_0042,3214.56,2025-12-29,completed,Monthly settlement for Group38 Family
STL_00005078,USR_0263,USR_0054,GRP_0042,1058.46,2025-12-29,completed,Monthly settlement for Group38 Family
STL_00005079,USR_0516,USR_0875,GRP_0043,141.69,2021-01-14,completed,Clearing balance - January 2021
STL_00005080,USR_0516,USR_0827,GRP_0043,60.21,2021-01-14,completed,Monthly settlement for The Squad 88
STL_00005081,USR_0516,USR_0827,GRP_0043,459.13,2021-03-15,completed,Payment for shared expenses
STL_00005082,USR_0447,USR_0827,GRP_0043,16.38,2021-03-15,completed,Settlement for friends expenses
STL_00005083,USR_0516,USR_0827,GRP_0043,398.02,2021-05-14,completed,Clearing balance - May 2021
STL_00005084,USR_0516,USR_0447,GRP_0043,81.35,2021-05-14,completed,Monthly settlement for The Squad 88
STL_00005085,USR_0516,USR_0827,GRP_0043,489.06,2021-07-13,completed,Clearing balance - July 2021
STL_00005086,USR_0516,USR_0447,GRP_0043,8.12,2021-07-13,completed,Payment for shared expenses
STL_00005087,USR_0856,USR_0447,GRP_0043,113.85,2021-07-13,completed,Monthly settlement for The Squad 88
STL_00005088,USR_0516,USR_0827,GRP_0043,316.15,2021-09-11,completed,Monthly settlement for The Squad 88
STL_00005089,USR_0516,USR_0447,GRP_0043,34.95,2021-09-11,completed,Clearing balance - September 2021
STL_00005090,USR_0875,USR_0447,GRP_0043,244.04,2021-09-11,completed,Monthly settlement for The Squad 88
STL_00005091,USR_0856,USR_0447,GRP_0043,5.07,2021-09-11,completed,Payment for shared expenses
STL_00005092,USR_0516,USR_0856,GRP_0043,267.73,2021-11-10,completed,Payment for shared expenses
STL_00005093,USR_0516,USR_0447,GRP_0043,156.08,2021-11-10,completed,Clearing balance - November 2021
STL_00005094,USR_0875,USR_0447,GRP_0043,21.12,2021-11-10,completed,Monthly settlement for The Squad 88
STL_00005095,USR_0875,USR_0827,GRP_0043,163.17,2021-11-10,rejected,Settlement for friends expenses
STL_00005096,USR_0875,USR_0447,GRP_0043,124.37,2022-01-09,completed,Settlement for friends expenses
STL_00005097,USR_0875,USR_0856,GRP_0043,110.48,2022-01-09,rejected,Clearing balance - January 2022
STL_00005098,USR_0875,USR_0827,GRP_0043,107.55,2022-01-09,completed,Settlement for friends expenses
STL_00005099,USR_0516,USR_0856,GRP_0043,331.81,2022-03-10,rejected,Clearing balance - March 2022
STL_00005100,USR_0516,USR_0447,GRP_0043,104.49,2022-03-10,completed,Monthly settlement for The Squad 88
STL_00005101,USR_0875,USR_0447,GRP_0043,128.9,2022-03-10,completed,Clearing balance - March 2022
STL_00005102,USR_0875,USR_0827,GRP_0043,113.54,2022-03-10,completed,Monthly settlement for The Squad 88
STL_00005103,USR_0516,USR_0856,GRP_0043,511.28,2022-05-09,completed,Monthly settlement for The Squad 88
STL_00005104,USR_0875,USR_0856,GRP_0043,171.82,2022-05-09,completed,Payment for shared expenses
STL_00005105,USR_0875,USR_0827,GRP_0043,162.79,2022-05-09,completed,Settlement for friends expenses
STL_00005106,USR_0875,USR_0447,GRP_0043,9.18,2022-05-09,completed,Settlement for friends expenses
STL_00005107,USR_0516,USR_0856,GRP_0043,486.65,2022-07-08,completed,Payment for shared expenses
STL_00005108,USR_0875,USR_0856,GRP_0043,26.55,2022-07-08,completed,Payment for shared expenses
STL_00005109,USR_0875,USR_0447,GRP_0043,110.9,2022-07-08,pending,Clearing balance - July 2022
STL_00005110,USR_0875,USR_0827,GRP_0043,54.32,2022-07-08,completed,Settlement for friends expenses
STL_00005111,USR_0516,USR_0856,GRP_0043,535.14,2022-09-06,completed,Monthly settlement for The Squad 88
STL_00005112,USR_0875,USR_0856,GRP_0043,241.15,2022-09-06,pending,Clearing balance - September 2022
STL_00005113,USR_0875,USR_0827,GRP_0043,120.36,2022-09-06,pending,Settlement for friends expenses
STL_00005114,USR_0875,USR_0447,GRP_0043,9.13,2022-09-06,completed,Payment for shared expenses
STL_00005115,USR_0516,USR_0856,GRP_0043,656.26,2022-11-05,completed,Payment for shared expenses
STL_00005116,USR_0875,USR_0856,GRP_0043,47.25,2022-11-05,completed,Payment for shared expenses
STL_00005117,USR_0875,USR_0856,GRP_0043,490.7,2023-01-04,pending,Settlement for friends expenses
STL_00005118,USR_0516,USR_0856,GRP_0043,372.27,2023-01-04,completed,Settlement for friends expenses
STL_00005119,USR_0516,USR_0856,GRP_0043,453.31,2023-03-05,completed,Clearing balance - March 2023
STL_00005120,USR_0875,USR_0856,GRP_0043,423.17,2023-03-05,completed,Monthly settlement for The Squad 88
STL_00005121,USR_0447,USR_0856,GRP_0043,68.07,2023-03-05,completed,Monthly settlement for The Squad 88
STL_00005122,USR_0516,USR_0856,GRP_0043,562.43,2023-05-04,completed,Settlement for friends expenses
STL_00005123,USR_0875,USR_0856,GRP_0043,430.47,2023-05-04,completed,Settlement for friends expenses
STL_00005124,USR_0447,USR_0856,GRP_0043,37.97,2023-05-04,completed,Monthly settlement for The Squad 88
STL_00005125,USR_0516,USR_0856,GRP_0043,757.02,2023-07-03,completed,Monthly settlement for The Squad 88
STL_00005126,USR_0875,USR_0856,GRP_0043,606.19,2023-07-03,completed,Monthly settlement for The Squad 88
STL_00005127,USR_0875,USR_0856,GRP_0043,796.48,2023-09-01,completed,Monthly settlement for The Squad 88
STL_00005128,USR_0516,USR_0856,GRP_0043,604.74,2023-09-01,completed,Monthly settlement for The Squad 88
STL_00005129,USR_0875,USR_0856,GRP_0043,826.7,2023-10-31,completed,Monthly settlement for The Squad 88
STL_00005130,USR_0516,USR_0856,GRP_0043,512.3,2023-10-31,completed,Clearing balance - October 2023
STL_00005131,USR_0516,USR_0447,GRP_0043,194.88,2023-10-31,completed,Payment for shared expenses
STL_00005132,USR_0827,USR_0447,GRP_0043,79.22,2023-10-31,completed,Clearing balance - October 2023
STL_00005133,USR_0516,USR_0856,GRP_0043,1006.37,2023-12-30,completed,Clearing balance - December 2023
STL_00005134,USR_0875,USR_0856,GRP_0043,163.8,2023-12-30,pending,Settlement for friends expenses
STL_00005135,USR_0875,USR_0447,GRP_0043,630.61,2023-12-30,completed,Monthly settlement for The Squad 88
STL_00005136,USR_0516,USR_0856,GRP_0043,1211.28,2024-02-28,pending,Settlement for friends expenses
STL_00005137,USR_0875,USR_0856,GRP_0043,129.09,2024-02-28,completed,Monthly settlement for The Squad 88
STL_00005138,USR_0875,USR_0447,GRP_0043,867.45,2024-02-28,completed,Settlement for friends expenses
STL_00005139,USR_0875,USR_0856,GRP_0043,943.13,2024-04-28,completed,Clearing balance - April 2024
STL_00005140,USR_0516,USR_0856,GRP_0043,327.21,2024-04-28,completed,Settlement for friends expenses
STL_00005141,USR_0516,USR_0447,GRP_0043,614.62,2024-04-28,completed,Monthly settlement for The Squad 88
STL_00005142,USR_0827,USR_0447,GRP_0043,57.84,2024-04-28,completed,Settlement for friends expenses
STL_00005143,USR_0516,USR_0447,GRP_0043,1161.03,2024-06-27,completed,Clearing balance - June 2024
STL_00005144,USR_0875,USR_0447,GRP_0043,15.9,2024-06-27,completed,Monthly settlement for The Squad 88
STL_00005145,USR_0875,USR_0856,GRP_0043,944.7,2024-06-27,pending,Clearing balance - June 2024
STL_00005146,USR_0875,USR_0827,GRP_0043,13.25,2024-06-27,completed,Payment for shared expenses
STL_00005147,USR_0516,USR_0447,GRP_0043,1349.46,2024-08-26,completed,Monthly settlement for The Squad 88
STL_00005148,USR_0516,USR_0856,GRP_0043,75.14,2024-08-26,completed,Monthly settlement for The Squad 88
STL_00005149,USR_0875,USR_0856,GRP_0043,1112.47,2024-08-26,completed,Payment for shared expenses
STL_00005150,USR_0875,USR_0827,GRP_0043,70.57,2024-08-26,completed,Clearing balance - August 2024
STL_00005151,USR_0516,USR_0447,GRP_0043,1366.46,2024-10-25,completed,Clearing balance - October 2024
STL_00005152,USR_0875,USR_0447,GRP_0043,531.16,2024-10-25,completed,Settlement for friends expenses
STL_00005153,USR_0875,USR_0856,GRP_0043,742.63,2024-10-25,pending,Payment for shared expenses
STL_00005154,USR_0516,USR_0447,GRP_0043,1550.19,2024-12-24,rejected,Monthly settlement for The Squad 88
STL_00005155,USR_0875,USR_0447,GRP_0043,201.09,2024-12-24,completed,Clearing balance - December 2024
STL_00005156,USR_0875,USR_0856,GRP_0043,909.5,2024-12-24,completed,Payment for shared expenses
STL_00005157,USR_0516,USR_0447,GRP_0043,1725.66,2025-02-22,completed,Clearing balance - February 2025
STL_00005158,USR_0875,USR_0447,GRP_0043,8.38,2025-02-22,completed,Settlement for friends expenses
STL_00005159,USR_0875,USR_0856,GRP_0043,903.91,2025-02-22,pending,Settlement for friends expenses
STL_00005160,USR_0516,USR_0447,GRP_0043,1618.43,2025-04-23,completed,Clearing balance - April 2025
STL_00005161,USR_0516,USR_0856,GRP_0043,206.42,2025-04-23,pending,Monthly settlement for The Squad 88
STL_00005162,USR_0875,USR_0856,GRP_0043,743.94,2025-04-23,pending,Monthly settlement for The Squad 88
STL_00005163,USR_0516,USR_0447,GRP_0043,1453.4,2025-06-22,completed,Settlement for friends expenses
STL_00005164,USR_0516,USR_0856,GRP_0043,579.18,2025-06-22,completed,Payment for shared expenses
STL_00005165,USR_0875,USR_0856,GRP_0043,567.53,2025-06-22,rejected,Payment for shared expenses
STL_00005166,USR_0875,USR_0827,GRP_0043,108.68,2025-06-22,completed,Payment for shared expenses
STL_00005167,USR_0516,USR_0447,GRP_0043,1456.4,2025-08-21,completed,Monthly settlement for The Squad 88
STL_00005168,USR_0516,USR_0856,GRP_0043,122.71,2025-08-21,completed,Settlement for friends expenses
STL_00005169,USR_0875,USR_0856,GRP_0043,665.96,2025-08-21,completed,Payment for shared expenses
STL_00005170,USR_0827,USR_0856,GRP_0043,69.62,2025-08-21,completed,Payment for shared expenses
STL_00005171,USR_0516,USR_0447,GRP_0043,1348.84,2025-10-20,completed,Payment for shared expenses
STL_00005172,USR_0875,USR_0447,GRP_0043,308.8,2025-10-20,completed,Payment for shared expenses
STL_00005173,USR_0875,USR_0856,GRP_0043,603.11,2025-10-20,rejected,Payment for shared expenses
STL_00005174,USR_0827,USR_0856,GRP_0043,187.61,2025-10-20,completed,Settlement for friends expenses
STL_00005175,USR_0516,USR_0447,GRP_0043,1003.21,2025-12-19,pending,Payment for shared expenses
STL_00005176,USR_0875,USR_0447,GRP_0043,712.79,2025-12-19,completed,Monthly settlement for The Squad 88
STL_00005177,USR_0875,USR_0856,GRP_0043,98.06,2025-12-19,completed,Clearing balance - December 2025
STL_00005178,USR_0968,USR_0617,GRP_0044,364.1,2023-01-14,completed,Payment for shared expenses
STL_00005179,USR_0968,USR_0617,GRP_0044,590.92,2023-03-15,completed,Monthly settlement for Movie Night Gang
STL_00005180,USR_0968,USR_0617,GRP_0044,731.83,2023-05-14,completed,Clearing balance - May 2023
STL_00005181,USR_0980,USR_0617,GRP_0044,439.36,2023-05-14,completed,Settlement for friends expenses
STL_00005182,USR_0968,USR_0617,GRP_0044,946.24,2023-07-13,completed,Payment for shared expenses
STL_00005183,USR_0129,USR_0617,GRP_0044,234.37,2023-07-13,completed,Clearing balance - July 2023
STL_00005184,USR_0129,USR_0528,GRP_0044,4.71,2023-07-13,completed,Monthly settlement for Movie Night Gang
STL_00005185,USR_0968,USR_0617,GRP_0044,902.46,2023-09-11,completed,Clearing balance - September 2023
STL_00005186,USR_0426,USR_0617,GRP_0044,54.43,2023-09-11,pending,Payment for shared expenses
STL_00005187,USR_0968,USR_0617,GRP_0044,840.28,2023-11-10,completed,Settlement for friends expenses
STL_00005188,USR_0426,USR_0617,GRP_0044,17.72,2023-11-10,completed,Clearing balance - November 2023
STL_00005189,USR_0426,USR_0129,GRP_0044,11.46,2023-11-10,completed,Payment for shared expenses
STL_00005190,USR_0968,USR_0617,GRP_0044,860.73,2024-01-09,completed,Clearing balance - January 2024
STL_00005191,USR_0968,USR_0617,GRP_0044,804.87,2024-03-09,pending,Monthly settlement for Movie Night Gang
STL_00005192,USR_0968,USR_0617,GRP_0044,781.92,2024-05-08,completed,Clearing balance - May 2024
STL_00005193,USR_0968,USR_0617,GRP_0044,1011.7,2024-07-07,completed,Settlement for friends expenses
STL_00005194,USR_0539,USR_0617,GRP_0044,69.02,2024-07-07,completed,Monthly settlement for Movie Night Gang
STL_00005195,USR_0539,USR_0129,GRP_0044,207.97,2024-07-07,completed,Settlement for friends expenses
STL_00005196,USR_0968,USR_0617,GRP_0044,1127.55,2024-09-05,completed,Settlement for friends expenses
STL_00005197,USR_0539,USR_0617,GRP_0044,145.26,2024-09-05,completed,Settlement for friends expenses
STL_00005198,USR_0539,USR_0129,GRP_0044,129.89,2024-09-05,pending,Settlement for friends expenses
STL_00005199,USR_0968,USR_0617,GRP_0044,1153.22,2024-11-04,completed,Payment for shared expenses
STL_00005200,USR_0539,USR_0617,GRP_0044,39.18,2024-11-04,completed,Settlement for friends expenses
STL_00005201,USR_0539,USR_0129,GRP_0044,52.66,2024-11-04,completed,Clearing balance - November 2024
STL_00005202,USR_0968,USR_0617,GRP_0044,1322.45,2025-01-03,completed,Monthly settlement for Movie Night Gang
STL_00005203,USR_0539,USR_0617,GRP_0044,208.55,2025-01-03,completed,Clearing balance - January 2025
STL_00005204,USR_0539,USR_0129,GRP_0044,110.29,2025-01-03,completed,Clearing balance - January 2025
STL_00005205,USR_0539,USR_0528,GRP_0044,97.65,2025-01-03,completed,Settlement for friends expenses
STL_00005206,USR_0539,USR_0980,GRP_0044,63.74,2025-01-03,completed,Monthly settlement for Movie Night Gang
STL_00005207,USR_0968,USR_0617,GRP_0044,1506.19,2025-03-04,completed,Clearing balance - March 2025
STL_00005208,USR_0539,USR_0617,GRP_0044,249.71,2025-03-04,completed,Monthly settlement for Movie Night Gang
STL_00005209,USR_0539,USR_0528,GRP_0044,140.99,2025-03-04,completed,Monthly settlement for Movie Night Gang
STL_00005210,USR_0539,USR_0129,GRP_0044,121.89,2025-03-04,completed,Payment for shared expenses
STL_00005211,USR_0968,USR_0617,GRP_0044,1746.97,2025-05-03,completed,Payment for shared expenses
STL_00005212,USR_0968,USR_0980,GRP_0044,37.57,2025-05-03,completed,Clearing balance - May 2025
STL_00005213,USR_0539,USR_0980,GRP_0044,715.97,2025-05-03,completed,Clearing balance - May 2025
STL_00005214,USR_0539,USR_0528,GRP_0044,322.71,2025-05-03,rejected,Monthly settlement for Movie Night Gang
STL_00005215,USR_0539,USR_0129,GRP_0044,202.64,2025-05-03,completed,Clearing balance - May 2025
STL_00005216,USR_0968,USR_0617,GRP_0044,1685.5,2025-07-02,completed,Clearing balance - July 2025
STL_00005217,USR_0539,USR_0617,GRP_0044,491.97,2025-07-02,completed,Payment for shared expenses
STL_00005218,USR_0539,USR_0980,GRP_0044,803.28,2025-07-02,completed,Payment for shared expenses
STL_00005219,USR_0539,USR_0528,GRP_0044,54.43,2025-07-02,completed,Clearing balance - July 2025
STL_00005220,USR_0426,USR_0528,GRP_0044,218.64,2025-07-02,completed,Monthly settlement for Movie Night Gang
STL_00005221,USR_0426,USR_0129,GRP_0044,31.7,2025-07-02,completed,Settlement for friends expenses
STL_00005222,USR_0968,USR_0617,GRP_0044,1694.48,2025-08-31,completed,Clearing balance - August 2025
STL_00005223,USR_0539,USR_0617,GRP_0044,476.61,2025-08-31,completed,Settlement for friends expenses
STL_00005224,USR_0539,USR_0980,GRP_0044,543.82,2025-08-31,completed,Settlement for friends expenses
STL_00005225,USR_0539,USR_0528,GRP_0044,195.86,2025-08-31,completed,Monthly settlement for Movie Night Gang
STL_00005226,USR_0968,USR_0617,GRP_0044,1781.3,2025-10-30,completed,Monthly settlement for Movie Night Gang
STL_00005227,USR_0539,USR_0617,GRP_0044,537.84,2025-10-30,completed,Payment for shared expenses
STL_00005228,USR_0539,USR_0980,GRP_0044,466.27,2025-10-30,completed,Monthly settlement for Movie Night Gang
STL_00005229,USR_0539,USR_0528,GRP_0044,81.2,2025-10-30,completed,Settlement for friends expenses
STL_00005230,USR_0968,USR_0617,GRP_0044,1957.34,2025-12-29,completed,Settlement for friends expenses
STL_00005231,USR_0539,USR_0617,GRP_0044,554.31,2025-12-29,completed,Monthly settlement for Movie Night Gang
STL_00005232,USR_0539,USR_0980,GRP_0044,147.58,2025-12-29,completed,Settlement for friends expenses
STL_00005233,USR_0539,USR_0528,GRP_0044,57.88,2025-12-29,completed,Clearing balance - December 2025
STL_00005234,USR_0430,USR_0708,GRP_0045,37.65,2019-07-15,completed,Payment for shared expenses
STL_00005235,USR_0430,USR_0708,GRP_0045,48.23,2019-08-14,completed,Payment for shared expenses
STL_00005236,USR_0939,USR_0708,GRP_0045,22.95,2019-09-13,pending,Settlement for office expenses
STL_00005237,USR_0939,USR_0708,GRP_0045,74.44,2019-12-12,pending,Monthly settlement for Coffee Fund
STL_00005238,USR_0430,USR_0708,GRP_0045,67.6,2020-01-11,rejected,Payment for shared expenses
STL_00005239,USR_0430,USR_0708,GRP_0045,70.99,2020-02-10,completed,Settlement for office expenses
STL_00005240,USR_0430,USR_0708,GRP_0045,70.13,2020-03-11,completed,Clearing balance - March 2020
STL_00005241,USR_0939,USR_0708,GRP_0045,60.58,2020-04-10,completed,Payment for shared expenses
STL_00005242,USR_0939,USR_0708,GRP_0045,31.63,2020-05-10,completed,Settlement for office expenses
STL_00005243,USR_0939,USR_0708,GRP_0045,51.64,2020-06-09,completed,Clearing balance - June 2020
STL_00005244,USR_0939,USR_0708,GRP_0045,130.37,2020-07-09,completed,Clearing balance - July 2020
STL_00005245,USR_0430,USR_0708,GRP_0045,77.53,2020-08-08,completed,Monthly settlement for Coffee Fund
STL_00005246,USR_0939,USR_0708,GRP_0045,123.86,2020-09-07,rejected,Clearing balance - September 2020
STL_00005247,USR_0939,USR_0708,GRP_0045,94.75,2020-10-07,completed,Settlement for office expenses
STL_00005248,USR_0939,USR_0708,GRP_0045,121.08,2020-11-06,completed,Settlement for office expenses
STL_00005249,USR_0939,USR_0708,GRP_0045,125.19,2020-12-06,completed,Settlement for office expenses
STL_00005250,USR_0430,USR_0708,GRP_0045,16.97,2020-12-06,completed,Clearing balance - December 2020
STL_00005251,USR_0939,USR_0708,GRP_0045,130.87,2021-01-05,completed,Monthly settlement for Coffee Fund
STL_00005252,USR_0939,USR_0708,GRP_0045,175.58,2021-02-04,pending,Settlement for office expenses
STL_00005253,USR_0939,USR_0708,GRP_0045,190.67,2021-03-06,completed,Clearing balance - March 2021
STL_00005254,USR_0430,USR_0708,GRP_0045,80.85,2021-03-06,completed,Clearing balance - March 2021
STL_00005255,USR_0939,USR_0708,GRP_0045,190.22,2021-04-05,completed,Monthly settlement for Coffee Fund
STL_00005256,USR_0430,USR_0708,GRP_0045,94.69,2021-04-05,completed,Settlement for office expenses
STL_00005257,USR_0430,USR_0708,GRP_0045,197.67,2021-05-05,pending,Payment for shared expenses
STL_00005258,USR_0939,USR_0708,GRP_0045,83.0,2021-05-05,completed,Clearing balance - May 2021
STL_00005259,USR_0939,USR_0708,GRP_0045,263.03,2021-06-04,completed,Monthly settlement for Coffee Fund
STL_00005260,USR_0430,USR_0708,GRP_0045,20.94,2021-06-04,completed,Clearing balance - June 2021
STL_00005261,USR_0939,USR_0708,GRP_0045,291.26,2021-07-04,completed,Payment for shared expenses
STL_00005262,USR_0430,USR_0708,GRP_0045,29.6,2021-07-04,completed,Settlement for office expenses
STL_00005263,USR_0430,USR_0708,GRP_0045,282.45,2021-08-03,completed,Clearing balance - August 2021
STL_00005264,USR_0939,USR_0708,GRP_0045,123.82,2021-08-03,completed,Monthly settlement for Coffee Fund
STL_00005265,USR_0430,USR_0708,GRP_0045,338.09,2021-09-02,completed,Clearing balance - September 2021
STL_00005266,USR_0939,USR_0708,GRP_0045,54.16,2021-09-02,pending,Clearing balance - September 2021
STL_00005267,USR_0939,USR_0708,GRP_0045,382.64,2021-10-02,completed,Payment for shared expenses
STL_00005268,USR_0430,USR_0708,GRP_0045,99.63,2021-10-02,completed,Clearing balance - October 2021
STL_00005269,USR_0939,USR_0708,GRP_0045,441.86,2021-11-01,completed,Clearing balance - November 2021
STL_00005270,USR_0430,USR_0708,GRP_0045,4.68,2021-11-01,completed,Monthly settlement for Coffee Fund
STL_00005271,USR_0939,USR_0708,GRP_0045,385.15,2021-12-01,completed,Monthly settlement for Coffee Fund
STL_00005272,USR_0430,USR_0708,GRP_0045,114.47,2021-12-01,completed,Clearing balance - December 2021
STL_00005273,USR_0939,USR_0708,GRP_0045,428.1,2021-12-31,completed,Payment for shared expenses
STL_00005274,USR_0430,USR_0708,GRP_0045,74.0,2021-12-31,pending,Monthly settlement for Coffee Fund
STL_00005275,USR_0939,USR_0708,GRP_0045,513.86,2022-01-30,completed,Settlement for office expenses
STL_00005276,USR_0939,USR_0708,GRP_0045,385.61,2022-03-01,pending,Settlement for office expenses
STL_00005277,USR_0430,USR_0708,GRP_0045,115.58,2022-03-01,pending,Settlement for office expenses
STL_00005278,USR_0939,USR_0708,GRP_0045,388.47,2022-03-31,completed,Payment for shared expenses
STL_00005279,USR_0430,USR_0708,GRP_0045,87.01,2022-03-31,completed,Monthly settlement for Coffee Fund
STL_00005280,USR_0939,USR_0708,GRP_0045,415.76,2022-04-30,completed,Monthly settlement for Coffee Fund
STL_00005281,USR_0430,USR_0708,GRP_0045,95.18,2022-04-30,completed,Payment for shared expenses
STL_00005282,USR_0939,USR_0708,GRP_0045,424.99,2022-05-30,completed,Payment for shared expenses
STL_00005283,USR_0430,USR_0708,GRP_0045,106.7,2022-05-30,completed,Payment for shared expenses
STL_00005284,USR_0939,USR_0708,GRP_0045,468.56,2022-06-29,rejected,Payment for shared expenses
STL_00005285,USR_0430,USR_0708,GRP_0045,53.06,2022-06-29,completed,Clearing balance - June 2022
STL_00005286,USR_0939,USR_0708,GRP_0045,369.14,2022-07-29,completed,Settlement for office expenses
STL_00005287,USR_0430,USR_0708,GRP_0045,136.33,2022-07-29,pending,Monthly settlement for Coffee Fund
STL_00005288,USR_0939,USR_0708,GRP_0045,353.32,2022-08-28,completed,Clearing balance - August 2022
STL_00005289,USR_0430,USR_0708,GRP_0045,102.4,2022-08-28,completed,Payment for shared expenses
STL_00005290,USR_0939,USR_0708,GRP_0045,352.68,2022-09-27,completed,Monthly settlement for Coffee Fund
STL_00005291,USR_0430,USR_0708,GRP_0045,136.09,2022-09-27,completed,Payment for shared expenses
STL_00005292,USR_0939,USR_0708,GRP_0045,385.1,2022-10-27,completed,Payment for shared expenses
STL_00005293,USR_0430,USR_0708,GRP_0045,57.84,2022-10-27,completed,Monthly settlement for Coffee Fund
STL_00005294,USR_0939,USR_0708,GRP_0045,359.84,2022-11-26,completed,Clearing balance - November 2022
STL_00005295,USR_0939,USR_0708,GRP_0045,333.26,2022-12-26,completed,Clearing balance - December 2022
STL_00005296,USR_0939,USR_0708,GRP_0045,487.53,2023-01-25,pending,Monthly settlement for Coffee Fund
STL_00005297,USR_0939,USR_0708,GRP_0045,473.28,2023-02-24,completed,Payment for shared expenses
STL_00005298,USR_0939,USR_0708,GRP_0045,358.29,2023-03-26,pending,Settlement for office expenses
STL_00005299,USR_0939,USR_0708,GRP_0045,237.2,2023-04-25,completed,Payment for shared expenses
STL_00005300,USR_0939,USR_0708,GRP_0045,163.24,2023-05-25,completed,Settlement for office expenses
STL_00005301,USR_0939,USR_0708,GRP_0045,133.53,2023-06-24,pending,Monthly settlement for Coffee Fund
STL_00005302,USR_0939,USR_0708,GRP_0045,177.33,2023-07-24,completed,Settlement for office expenses
STL_00005303,USR_0939,USR_0708,GRP_0045,172.71,2023-08-23,completed,Payment for shared expenses
STL_00005304,USR_0939,USR_0708,GRP_0045,142.3,2023-09-22,completed,Settlement for office expenses
STL_00005305,USR_0939,USR_0708,GRP_0045,183.44,2023-10-22,completed,Monthly settlement for Coffee Fund
STL_00005306,USR_0939,USR_0708,GRP_0045,286.17,2023-11-21,pending,Payment for shared expenses
STL_00005307,USR_0939,USR_0708,GRP_0045,378.01,2023-12-21,pending,Payment for shared expenses
STL_00005308,USR_0939,USR_0708,GRP_0045,354.39,2024-01-20,completed,Monthly settlement for Coffee Fund
STL_00005309,USR_0939,USR_0708,GRP_0045,313.03,2024-02-19,completed,Settlement for office expenses
STL_00005310,USR_0939,USR_0708,GRP_0045,249.44,2024-03-20,completed,Payment for shared expenses
STL_00005311,USR_0939,USR_0708,GRP_0045,321.2,2024-04-19,completed,Clearing balance - April 2024
STL_00005312,USR_0939,USR_0708,GRP_0045,376.91,2024-05-19,completed,Settlement for office expenses
STL_00005313,USR_0939,USR_0708,GRP_0045,343.88,2024-06-18,completed,Monthly settlement for Coffee Fund
STL_00005314,USR_0939,USR_0708,GRP_0045,334.48,2024-07-18,completed,Monthly settlement for Coffee Fund
STL_00005315,USR_0939,USR_0708,GRP_0045,308.27,2024-08-17,completed,Payment for shared expenses
STL_00005316,USR_0939,USR_0708,GRP_0045,260.68,2024-09-16,completed,Payment for shared expenses
STL_00005317,USR_0939,USR_0708,GRP_0045,340.44,2024-10-16,completed,Monthly settlement for Coffee Fund
STL_00005318,USR_0939,USR_0708,GRP_0045,272.27,2024-11-15,completed,Clearing balance - November 2024
STL_00005319,USR_0939,USR_0708,GRP_0045,236.88,2024-12-15,completed,Settlement for office expenses
STL_00005320,USR_0939,USR_0708,GRP_0045,134.57,2025-01-14,completed,Settlement for office expenses
STL_00005321,USR_0939,USR_0708,GRP_0045,217.62,2025-02-13,completed,Payment for shared expenses
STL_00005322,USR_0939,USR_0708,GRP_0045,195.1,2025-03-15,completed,Clearing balance - March 2025
STL_00005323,USR_0939,USR_0708,GRP_0045,203.35,2025-04-14,completed,Monthly settlement for Coffee Fund
STL_00005324,USR_0939,USR_0708,GRP_0045,291.3,2025-05-14,completed,Payment for shared expenses
STL_00005325,USR_0939,USR_0708,GRP_0045,272.75,2025-06-13,completed,Monthly settlement for Coffee Fund
STL_00005326,USR_0939,USR_0708,GRP_0045,209.07,2025-07-13,completed,Clearing balance - July 2025
STL_00005327,USR_0939,USR_0708,GRP_0045,229.38,2025-08-12,completed,Clearing balance - August 2025
STL_00005328,USR_0939,USR_0708,GRP_0045,222.44,2025-09-11,completed,Clearing balance - September 2025
STL_00005329,USR_0939,USR_0708,GRP_0045,218.68,2025-10-11,completed,Settlement for office expenses
STL_00005330,USR_0939,USR_0708,GRP_0045,212.56,2025-11-10,completed,Monthly settlement for Coffee Fund
STL_00005331,USR_0939,USR_0708,GRP_0045,396.28,2025-12-10,completed,Clearing balance - December 2025
STL_00005332,USR_0447,USR_0321,GRP_0046,77.94,2025-04-16,completed,Settlement for friends expenses
STL_00005333,USR_0396,USR_0321,GRP_0046,276.75,2025-06-15,completed,Monthly settlement for Weekend Warriors
STL_00005334,USR_0447,USR_0321,GRP_0046,341.03,2025-08-14,completed,Settlement for friends expenses
STL_00005335,USR_0447,USR_0713,GRP_0046,178.11,2025-08-14,completed,Monthly settlement for Weekend Warriors
STL_00005336,USR_0447,USR_0264,GRP_0046,43.9,2025-08-14,rejected,Settlement for friends expenses
STL_00005337,USR_0447,USR_0713,GRP_0046,370.65,2025-10-13,completed,Settlement for friends expenses
