user_id,age,occupation_type,city_tier,monthly_income_npr,income_type,family_dependency_count,rent_status,financial_persona,activity_rate,spend_multiplier,saving_rate,shared_tendency,city_price_multiplier
NPU_00228,54,debt,kathmandu_valley,103400.0,fixed,1,owner,debt_repayment_user,0.5,0.82,0.02,0.22,1.25
NPU_00229,56,freelancer,town,68400.0,irregular,1,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00230,64,debt,major_city,92800.0,fixed,2,renter,debt_repayment_user,0.5,0.82,0.02,0.22,1.05
NPU_00231,56,salaried,kathmandu_valley,152600.0,fixed,2,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00232,59,salaried,major_city,90800.0,fixed,4,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00233,64,salaried,kathmandu_valley,149000.0,fixed,1,family_home,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00234,45,freelancer,kathmandu_valley,141600.0,irregular,1,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00235,59,salaried,town,68600.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00236,28,salaried,town,93600.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00237,22,student,rural,15500.0,fixed,2,renter,student_low_budget,0.46,0.55,0.04,0.45,0.72
NPU_00238,62,student,town,23200.0,fixed,0,family_home,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00239,39,rent,major_city,83700.0,fixed,3,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00240,18,rent,major_city,85000.0,fixed,0,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00241,29,high,major_city,109500.0,fixed,4,owner,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00242,64,salaried,major_city,66900.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00243,48,high,major_city,82700.0,fixed,2,renter,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00244,65,salaried,major_city,45700.0,fixed,3,family_home,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00245,21,salaried,kathmandu_valley,161500.0,fixed,2,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00246,19,business_owner,kathmandu_valley,113900.0,mixed,1,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00247,62,student,major_city,22300.0,fixed,0,renter,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00248,28,salaried,kathmandu_valley,105300.0,fixed,1,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00249,65,debt,kathmandu_valley,111300.0,fixed,2,renter,debt_repayment_user,0.5,0.82,0.02,0.22,1.25
NPU_00250,59,salaried,kathmandu_valley,65500.0,fixed,4,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00251,43,student,town,31400.0,fixed,0,owner,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00252,61,rent,kathmandu_valley,80300.0,fixed,3,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00253,51,freelancer,rural,73800.0,irregular,1,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.72
NPU_00254,37,debt,kathmandu_valley,62900.0,fixed,1,owner,debt_repayment_user,0.5,0.82,0.02,0.22,1.25
NPU_00255,43,student,town,32200.0,fixed,4,owner,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00256,57,festival,kathmandu_valley,91700.0,fixed,2,family_home,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00257,54,rent,rural,106000.0,fixed,1,renter,rent_pressure_user,0.52,0.9,0.03,0.4,0.72
NPU_00258,41,salaried,major_city,173900.0,fixed,0,family_home,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00259,22,salaried,rural,197200.0,fixed,0,renter,salaried_family_support,0.58,1.06,0.08,0.28,0.72
NPU_00260,19,debt,kathmandu_valley,70100.0,fixed,4,owner,debt_repayment_user,0.5,0.82,0.02,0.22,1.25
NPU_00261,62,salaried,kathmandu_valley,58100.0,fixed,0,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00262,21,festival,major_city,74600.0,fixed,0,family_home,festival_spike_user,0.58,1.02,0.08,0.48,1.05
NPU_00263,24,freelancer,town,185100.0,irregular,0,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00264,34,salaried,rural,88900.0,fixed,3,family_home,salaried_family_support,0.58,1.06,0.08,0.28,0.72
NPU_00265,26,salaried,kathmandu_valley,71800.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00266,50,high,kathmandu_valley,81800.0,fixed,0,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00267,62,salaried,major_city,83600.0,fixed,4,family_home,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00268,38,salaried,major_city,106700.0,fixed,2,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00269,18,business_owner,kathmandu_valley,425000.0,mixed,3,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00270,40,student,town,17900.0,fixed,3,renter,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00271,32,business_owner,town,162900.0,mixed,2,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00272,34,debt,major_city,99800.0,fixed,3,family_home,debt_repayment_user,0.5,0.82,0.02,0.22,1.05
NPU_00273,46,high,major_city,43300.0,fixed,0,renter,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00274,53,business_owner,town,139600.0,mixed,0,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00275,36,festival,kathmandu_valley,191700.0,fixed,2,owner,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00276,31,high,town,60900.0,fixed,1,renter,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00277,36,salaried,kathmandu_valley,46300.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00278,24,student,major_city,22700.0,fixed,3,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00279,34,salaried,town,62100.0,fixed,0,renter,salaried_family_support,0.58,1.06,0.08,0.28,0.88
NPU_00280,35,salaried,kathmandu_valley,85400.0,fixed,1,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00281,59,student,major_city,31100.0,fixed,0,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00282,35,festival,major_city,63100.0,fixed,3,owner,festival_spike_user,0.58,1.02,0.08,0.48,1.05
NPU_00283,42,freelancer,rural,83400.0,irregular,1,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.72
NPU_00284,55,student,major_city,26700.0,fixed,1,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00285,52,freelancer,town,272000.0,irregular,3,owner,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00286,28,debt,town,67100.0,fixed,1,renter,debt_repayment_user,0.5,0.82,0.02,0.22,0.88
NPU_00287,38,salaried,major_city,57100.0,fixed,2,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00288,34,salaried,kathmandu_valley,43600.0,fixed,4,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00289,53,rent,town,36200.0,fixed,3,renter,rent_pressure_user,0.52,0.9,0.03,0.4,0.88
NPU_00290,26,festival,kathmandu_valley,47900.0,fixed,3,renter,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00291,18,salaried,rural,71100.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,0.72
NPU_00292,38,high,town,94300.0,fixed,3,renter,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00293,60,student,major_city,8000.0,fixed,0,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00294,19,high,kathmandu_valley,89000.0,fixed,3,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00295,38,salaried,kathmandu_valley,50600.0,fixed,3,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00296,41,business_owner,rural,198800.0,mixed,1,owner,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.72
NPU_00297,64,salaried,town,63100.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00298,22,salaried,major_city,86000.0,fixed,3,owner,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00299,23,high,kathmandu_valley,82700.0,fixed,0,owner,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00300,30,salaried,kathmandu_valley,45000.0,fixed,1,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
